company,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
Nintendo,Starting my Pokemon play through from heart gold all the way up to sword ... can I finished before December <U+0001F914>… https://t.co/FJRaRA29iP,FALSE,0,NA,10/1/2020 7:20,TRUE,NA,1.31157E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BigTurkeyGamin1,0,FALSE,FALSE,NA,NA
Nintendo,@AlexJayZA @jacarandafm the gud ol days #atari #nintendo,FALSE,0,AlexJayZA,10/1/2020 7:20,FALSE,1.31156E+18,1.31157E+18,114381777,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JMLODEWYK,0,FALSE,FALSE,NA,NA
Nintendo,"RT @DingityDingus: That’s a whole lotta Mario!
#Mario #Nintendo #Sketches https://t.co/7Pf4JOy5Kh",FALSE,0,NA,10/1/2020 7:20,FALSE,NA,1.31157E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Madison12804937,80,TRUE,FALSE,NA,NA
Nintendo,Call of Duty: Black Ops Cold War – Zombies Features Cross-Play and Cross-Gen Support https://t.co/L0zpfkhCwv… https://t.co/s4M8LEjA6j,FALSE,1,NA,10/1/2020 7:20,TRUE,NA,1.31157E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Iconjurer,0,FALSE,FALSE,NA,NA
Nintendo,PS5’s Game Sharing Will Seemingly Work the Same as PS4 https://t.co/ZF6wFKY6ag #VideoGame #Gaming #Games #Reviews… https://t.co/mGLGleiAwc,FALSE,2,NA,10/1/2020 7:20,TRUE,NA,1.31157E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Iconjurer,0,FALSE,FALSE,NA,NA
Nintendo,Call of Duty: Black Ops Cold War – Zombies Gameplay Debuts in New Trailer https://t.co/rWOIHiuc8Q #VideoGame… https://t.co/7kU5Ny9j90,FALSE,1,NA,10/1/2020 7:20,TRUE,NA,1.31157E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Iconjurer,0,FALSE,FALSE,NA,NA
Nintendo,"DiRT 5 PS5 Release Date Not Yet Decided, Progress Won’t Carry Over From PS4 https://t.co/9DtqELglzn #VideoGame… https://t.co/Z8Hj6BLwcV",FALSE,1,NA,10/1/2020 7:20,TRUE,NA,1.31157E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Iconjurer,0,FALSE,FALSE,NA,NA
Nintendo,423 bucks -------- RT if good deal | like if like! #eBay #deal #Nintendo #NintendoSwitch #Switch… https://t.co/LtYctiEV8H,FALSE,0,NA,10/1/2020 7:20,TRUE,NA,1.31157E+18,NA,"<a href=""https://twitter.com/DealDonkeyUS"" rel=""nofollow"">Deal Donkey Final</a>",DealDonkeyUS,0,FALSE,FALSE,NA,NA
Nintendo,"80 bucks -------- RT if good deal | like if like! #eBay #deal #Nintendo #Nintendo3DS #3DS 
<U+0001F517> https://t.co/K4WkfGuO3S https://t.co/7ndqWPXHl9",FALSE,0,NA,10/1/2020 7:19,FALSE,NA,1.31157E+18,NA,"<a href=""https://twitter.com/DealDonkeyUS"" rel=""nofollow"">Deal Donkey Final</a>",DealDonkeyUS,0,FALSE,FALSE,NA,NA
Nintendo,"#Nintendo #Wii Black Sports &amp; Sports Resort New In Box #eBay
<U+0001F517> https://t.co/EDmmKfxJbZ https://t.co/jbfBvtKFPR",FALSE,0,NA,10/1/2020 7:16,FALSE,NA,1.31157E+18,NA,"<a href=""https://www.nullquantor.com"" rel=""nofollow"">Carrier Pigeon Post Service</a>",bpdnintendo,0,FALSE,FALSE,NA,NA
Nintendo,"RT @WoodenPlankST: Yay pumpkins!
#AnimalCrossingNewHorizons #acnh #nintendo #NintendoSwitch https://t.co/zhQdPTUvBr",FALSE,0,NA,10/1/2020 7:16,FALSE,NA,1.31157E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dercus1995,1058,TRUE,FALSE,NA,NA
Nintendo,"85 bucks -------- RT if good deal | like if like! #eBay #deal #Nintendo #Nintendo3DS #3DS 
<U+0001F517> https://t.co/NnuQMczjh2 https://t.co/ZYTSRMhxtQ",FALSE,0,NA,10/1/2020 7:15,FALSE,NA,1.31157E+18,NA,"<a href=""https://twitter.com/DealDonkeyUS"" rel=""nofollow"">Deal Donkey Final</a>",DealDonkeyUS,0,FALSE,FALSE,NA,NA
Nintendo,"RT @mvouchercodes1: Nintendo Switch Giveaway 2020 - Participate To Win for Free!

RT&amp;F for a chance to #win a #NintendoSwitchOnline 
@mvouc…",FALSE,0,NA,10/1/2020 7:15,FALSE,NA,1.31157E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",camdengirl67,91,TRUE,FALSE,NA,NA
Nintendo,"RT @camiinoa: Scribble cool down for the night.
Thinking about Wind Waker and thinking about her. <U+2728>
#sketch #doodle #nintendo https://t.co/…",FALSE,0,NA,10/1/2020 7:15,FALSE,NA,1.31157E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheLordCone,9,TRUE,FALSE,NA,NA
Nintendo,RT @AWDtwit: Just an elegant goose lady #nintendo #animalcrossingnewhorizons #blanche https://t.co/lSFPFmsSLD,FALSE,0,NA,10/1/2020 7:14,FALSE,NA,1.31157E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Broseiden,145,TRUE,FALSE,NA,NA
Nintendo,"RT @BritishGameNerd: So my Lego NES arrived yesterday and managed to build it all 70,000+ pieces in 6 hours.
#gamer #retrogamer #nintendo #…",FALSE,0,NA,10/1/2020 7:13,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",retrogaminggeek,8,TRUE,FALSE,NA,NA
Nintendo,"400 bucks -------- RT if good deal | like if like! #eBay #deal #Nintendo #NintendoSwitch #Switch 
<U+0001F517>… https://t.co/ebOlXtCku1",FALSE,0,NA,10/1/2020 7:13,TRUE,NA,1.31156E+18,NA,"<a href=""https://twitter.com/DealDonkeyUS"" rel=""nofollow"">Deal Donkey Final</a>",DealDonkeyUS,0,FALSE,FALSE,NA,NA
Nintendo,"RT @EGMinecraftCast: Happy International Podcast Day! <U+0001F600>

Here are my favorite podcast I love listening to (past and current).

#TheLoudHous…",FALSE,0,NA,10/1/2020 7:12,FALSE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JaidenVonFlate1,4,TRUE,FALSE,NA,NA
Nintendo,"RT @bpdnintendo: #NintendoSwitch 32GB Console(UNPATCHED/HACKABLE) WITH 400GB SD CARD #eBay #Nintendo
<U+0001F517> https://t.co/Cp0GhKAQ8m https://t.co…",FALSE,0,NA,10/1/2020 7:12,FALSE,NA,1.31156E+18,NA,"<a href=""https://www.nintendo.co.uk/index.html"" rel=""nofollow"">NintendoRTER</a>",NintendoRTER,1,TRUE,FALSE,NA,NA
Nintendo,"RT @mvouchercodes1: Nintendo Switch Giveaway 2020 - Participate To Win for Free!

RT&amp;F for a chance to #win a #NintendoSwitchOnline 
@mvouc…",FALSE,0,NA,10/1/2020 7:12,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mira81753332,91,TRUE,FALSE,NA,NA
Nintendo,"Since quite a few people liked the evolution line of my first pokéfusion, i wanted to continue with this second dra… https://t.co/8AFT1w5S9H",FALSE,0,NA,10/1/2020 7:12,TRUE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NikiTheWerewolf,0,FALSE,FALSE,NA,NA
Nintendo,"#NintendoSwitch 32GB Console(UNPATCHED/HACKABLE) WITH 400GB SD CARD #eBay #Nintendo
<U+0001F517> https://t.co/Cp0GhKAQ8m https://t.co/HqDQn4LnBM",FALSE,0,NA,10/1/2020 7:11,FALSE,NA,1.31156E+18,NA,"<a href=""https://www.nullquantor.com"" rel=""nofollow"">Carrier Pigeon Post Service</a>",bpdnintendo,1,FALSE,FALSE,NA,NA
Nintendo,Pokemon The Skunk Is Freaking Me Out In Sun &amp; Moon Rebel Clash And Let's Talk. Oct 1st 2020 at 230pm… https://t.co/Kt1Bg9l9vl,FALSE,2,NA,10/1/2020 7:08,TRUE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",petfid,1,FALSE,FALSE,NA,NA
Nintendo,42 bucks -------- RT if good deal | like if like! #eBay #deal #Nintendo #GameBoyAdvance #GBA #DonkeyKong… https://t.co/vXWEFWWolb,FALSE,0,NA,10/1/2020 7:08,TRUE,NA,1.31156E+18,NA,"<a href=""https://twitter.com/DealDonkeyUS"" rel=""nofollow"">Deal Donkey Final</a>",DealDonkeyUS,0,FALSE,FALSE,NA,NA
Nintendo,"RT @PeachyPinkcess: <U+0001F495>.+* A dream come true *+.<U+0001F495>
#SuperMario #Mario #SuperMario3DAllStars #Nintendo #SuperMario35 #PrincessPeach #Mareach #M…",FALSE,0,NA,10/1/2020 7:07,FALSE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Lucas40318255,80,TRUE,FALSE,NA,NA
Nintendo,"RT @WoodenPlankST: Yay pumpkins!
#AnimalCrossingNewHorizons #acnh #nintendo #NintendoSwitch https://t.co/zhQdPTUvBr",FALSE,0,NA,10/1/2020 7:07,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",butatosukaru,1058,TRUE,FALSE,NA,NA
Nintendo,"RT @PushDustIn: On this day in 2007, Lucas was revealed for Brawl. Initially many fans were worried he would outright replace Ness.

#PushF…",FALSE,0,NA,10/1/2020 7:07,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_mometarou,96,TRUE,FALSE,NA,NA
Nintendo,RT @LaTrombonist: Switched Games over to Donkey Kong Country #switch #nintendo #twitch #live #supernintendo https://t.co/5AdQg5DgWw @twitch…,FALSE,0,NA,10/1/2020 7:07,FALSE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TTVPromo,2,TRUE,FALSE,NA,NA
Nintendo,"RT @WoodenPlankST: Yay pumpkins!
#AnimalCrossingNewHorizons #acnh #nintendo #NintendoSwitch https://t.co/zhQdPTUvBr",FALSE,0,NA,10/1/2020 7:06,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kyotonannbe,1058,TRUE,FALSE,NA,NA
Nintendo,"RT @WoodenPlankST: Yay pumpkins!
#AnimalCrossingNewHorizons #acnh #nintendo #NintendoSwitch https://t.co/zhQdPTUvBr",FALSE,0,NA,10/1/2020 7:06,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_ScottGFoster,1058,TRUE,FALSE,NA,NA
Nintendo,"RT @PeachyPinkcess: <U+0001F495>.+* A dream come true *+.<U+0001F495>
#SuperMario #Mario #SuperMario3DAllStars #Nintendo #SuperMario35 #PrincessPeach #Mareach #M…",FALSE,0,NA,10/1/2020 7:06,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",6hundridlemon,80,TRUE,FALSE,NA,NA
Nintendo,"RT @NinjaSubGaming: Tonight at 8PM (EST), I will be streaming <U+0001F642>#TheLegendofZelda on #Nintendo. Hey, if we have to be in this quarantine, le…",FALSE,0,NA,10/1/2020 7:06,FALSE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TTVPromo,1,TRUE,FALSE,NA,NA
Nintendo,"RT @DingityDingus: That’s a whole lotta Mario!
#Mario #Nintendo #Sketches https://t.co/7Pf4JOy5Kh",FALSE,0,NA,10/1/2020 7:05,FALSE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CYTISUS8,80,TRUE,FALSE,NA,NA
Nintendo,"RT @DingityDingus: That’s a whole lotta Mario!
#Mario #Nintendo #Sketches https://t.co/7Pf4JOy5Kh",FALSE,0,NA,10/1/2020 7:05,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Adzri64,80,TRUE,FALSE,NA,NA
Nintendo,"RT @camiinoa: Scribble cool down for the night.
Thinking about Wind Waker and thinking about her. <U+2728>
#sketch #doodle #nintendo https://t.co/…",FALSE,0,NA,10/1/2020 7:04,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",iyoku12,9,TRUE,FALSE,NA,NA
Nintendo,"RT @DigitalEmelas: Y'all DO realize that #Ys has been on #Nintendo platforms way more than 3 times, right? Sure #YsVIII, #YsOrigin &amp; #YsIX…",FALSE,0,NA,10/1/2020 7:04,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",marty_weddle,53,TRUE,FALSE,NA,NA
Nintendo,"RT @camiinoa: Scribble cool down for the night.
Thinking about Wind Waker and thinking about her. <U+2728>
#sketch #doodle #nintendo https://t.co/…",FALSE,0,NA,10/1/2020 7:03,FALSE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",mly_dna,9,TRUE,FALSE,NA,NA
Nintendo,"RT @ko_hkii: You who swallowed a falling star

#botw #linkbotw #botwlink #link #tloz #loz #BreathoftheWild #thelegendofzelda #LegendOfZelda…",FALSE,0,NA,10/1/2020 7:03,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",atirambles,413,TRUE,FALSE,NA,NA
Nintendo,"RT @DingityDingus: That’s a whole lotta Mario!
#Mario #Nintendo #Sketches https://t.co/7Pf4JOy5Kh",FALSE,0,NA,10/1/2020 7:03,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bravehero96,80,TRUE,FALSE,NA,NA
Nintendo,"RT @camiinoa: Scribble cool down for the night.
Thinking about Wind Waker and thinking about her. <U+2728>
#sketch #doodle #nintendo https://t.co/…",FALSE,0,NA,10/1/2020 7:03,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",picopopgf,9,TRUE,FALSE,NA,NA
Nintendo,"RT @follow8bit: Hello #October <U+0001F342> <U+0001F383> 

<U+0001F3BD> Get the NEW 8bit Merch LINK IN BIO!

<U+2328><U+FE0F> The Hashtags 
#gamersetup #gamer #rgb #rgblights #rgblightin…",FALSE,0,NA,10/1/2020 7:03,FALSE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GiulivoGiovanni,3,TRUE,FALSE,NA,NA
Nintendo,"RT #Nintendo eShop £25 card for #3DS #DS #Wii #WiiU with Instant Delivery, Never pay full price!! #DigitalGamesHub… https://t.co/9hP5Qvcmup",FALSE,0,NA,10/1/2020 7:02,TRUE,NA,1.31156E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",PureDealz,0,FALSE,FALSE,NA,NA
Nintendo,"RT #Nintendo eShop £15 card for #3DS #DS #Wii #WiiU with Instant Delivery, Never pay full price!! #DigitalGamesHub… https://t.co/2Pd0NoXFwN",FALSE,0,NA,10/1/2020 7:02,TRUE,NA,1.31156E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",PureDealz,0,FALSE,FALSE,NA,NA
Nintendo,"RT @DingityDingus: That’s a whole lotta Mario!
#Mario #Nintendo #Sketches https://t.co/7Pf4JOy5Kh",FALSE,0,NA,10/1/2020 7:01,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Snowbrassband,80,TRUE,FALSE,NA,NA
Nintendo,Just a reminder that your most wanted won't be the next fighter in Smash LOL #SmashBrosUltimate #Smash #Nintendo,FALSE,0,NA,10/1/2020 7:01,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Chilli93399499,0,FALSE,FALSE,NA,NA
Nintendo,"RT @mvouchercodes1: Nintendo Switch Giveaway 2020 - Participate To Win for Free!

RT&amp;F for a chance to #win a #NintendoSwitchOnline 
@mvouc…",FALSE,0,NA,10/1/2020 7:01,FALSE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",laurawells82,91,TRUE,FALSE,NA,NA
Nintendo,"RT @WoodenPlankST: Yay pumpkins!
#AnimalCrossingNewHorizons #acnh #nintendo #NintendoSwitch https://t.co/zhQdPTUvBr",FALSE,0,NA,10/1/2020 7:00,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AngelEnby1,1058,TRUE,FALSE,NA,NA
Nintendo,"RT @camiinoa: Scribble cool down for the night.
Thinking about Wind Waker and thinking about her. <U+2728>
#sketch #doodle #nintendo https://t.co/…",FALSE,0,NA,10/1/2020 7:00,FALSE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MysteryDruids,9,TRUE,FALSE,NA,NA
Nintendo,"It's 7 AM 
#AnimalCrossing #Nintendo 
https://t.co/rJw0wldC2l",FALSE,0,NA,10/1/2020 7:00,FALSE,NA,1.31156E+18,NA,"<a href=""https://example.com"" rel=""nofollow"">Animal Crossing Hourly Music</a>",AC_Hourly_Music,0,FALSE,FALSE,NA,NA
Nintendo,"RT @camiinoa: Scribble cool down for the night.
Thinking about Wind Waker and thinking about her. <U+2728>
#sketch #doodle #nintendo https://t.co/…",FALSE,0,NA,10/1/2020 6:59,FALSE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Kathy_E_J,9,TRUE,FALSE,NA,NA
Nintendo,"RT @WoodenPlankST: Yay pumpkins!
#AnimalCrossingNewHorizons #acnh #nintendo #NintendoSwitch https://t.co/zhQdPTUvBr",FALSE,0,NA,10/1/2020 6:58,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HiSpeedSneakers,1058,TRUE,FALSE,NA,NA
Nintendo,"RT @BritishGameNerd: So my Lego NES arrived yesterday and managed to build it all 70,000+ pieces in 6 hours.
#gamer #retrogamer #nintendo #…",FALSE,0,NA,10/1/2020 6:58,FALSE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",stevensaucedo95,8,TRUE,FALSE,NA,NA
Nintendo,"RT @camiinoa: Scribble cool down for the night.
Thinking about Wind Waker and thinking about her. <U+2728>
#sketch #doodle #nintendo https://t.co/…",FALSE,0,NA,10/1/2020 6:58,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ChuloAA,9,TRUE,FALSE,NA,NA
Nintendo,"RT @camiinoa: Scribble cool down for the night.
Thinking about Wind Waker and thinking about her. <U+2728>
#sketch #doodle #nintendo https://t.co/…",FALSE,0,NA,10/1/2020 6:58,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AkagamiAlex98,9,TRUE,FALSE,NA,NA
Nintendo,"RT @WoodenPlankST: Yay pumpkins!
#AnimalCrossingNewHorizons #acnh #nintendo #NintendoSwitch https://t.co/zhQdPTUvBr",FALSE,0,NA,10/1/2020 6:58,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MahoganyWyvern,1058,TRUE,FALSE,NA,NA
Nintendo,320 bucks -------- RT if good deal | like if like! #eBay #deal #Nintendo #NintendoSwitch #Switch… https://t.co/FLwwxuzDYC,FALSE,0,NA,10/1/2020 6:57,TRUE,NA,1.31156E+18,NA,"<a href=""https://twitter.com/DealDonkeyUS"" rel=""nofollow"">Deal Donkey Final</a>",DealDonkeyUS,0,FALSE,FALSE,NA,NA
Nintendo,We're starting off our daytime stream with the regular Hyrule Warriors! We're collecting Skulltullas in the Legend… https://t.co/bihsodno71,FALSE,0,NA,10/1/2020 6:57,TRUE,NA,1.31156E+18,NA,"<a href=""https://streamlabs.com"" rel=""nofollow"">Streamlabs Twitter</a>",Friendly_DM2,0,FALSE,FALSE,NA,NA
Nintendo,"RT @WoodenPlankST: Yay pumpkins!
#AnimalCrossingNewHorizons #acnh #nintendo #NintendoSwitch https://t.co/zhQdPTUvBr",FALSE,0,NA,10/1/2020 6:57,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",softmikus,1058,TRUE,FALSE,NA,NA
Nintendo,"RT @DingityDingus: That’s a whole lotta Mario!
#Mario #Nintendo #Sketches https://t.co/7Pf4JOy5Kh",FALSE,0,NA,10/1/2020 6:57,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",astrallum,80,TRUE,FALSE,NA,NA
Nintendo,"Scribble cool down for the night.
Thinking about Wind Waker and thinking about her. <U+2728>
#sketch #doodle #nintendo https://t.co/DSjSYyKMnc",FALSE,27,NA,10/1/2020 6:57,FALSE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",camiinoa,9,FALSE,FALSE,NA,NA
Nintendo,"""Going Under"" a roguelike, isometric dungeon crawler with a satirical, corporate twist.

Out now on Nintendo Switch… https://t.co/itfS22QL0S",FALSE,1,NA,10/1/2020 6:56,TRUE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Aashraa1,0,FALSE,FALSE,NA,NA
Nintendo,"RT @WoodenPlankST: Yay pumpkins!
#AnimalCrossingNewHorizons #acnh #nintendo #NintendoSwitch https://t.co/zhQdPTUvBr",FALSE,0,NA,10/1/2020 6:56,FALSE,NA,1.31156E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shikaru54,1058,TRUE,FALSE,NA,NA
Nintendo,320 bucks -------- RT if good deal | like if like! #eBay #deal #Nintendo #NintendoSwitch #Switch… https://t.co/zS31OJYVDd,FALSE,0,NA,10/1/2020 6:56,TRUE,NA,1.31156E+18,NA,"<a href=""https://twitter.com/DealDonkeyUS"" rel=""nofollow"">Deal Donkey Final</a>",DealDonkeyUS,0,FALSE,FALSE,NA,NA
Nintendo,RT @IdolizationYT: What's up Twitter I'm Back hosting another giveaway it's been 2 years since the last Nintendo Switch Giveaway so I figur…,FALSE,0,NA,10/1/2020 6:55,FALSE,NA,1.31156E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Hestisdabest,143,TRUE,FALSE,NA,NA
